Date,Open,High,Low,Close,Adj Close,Volume
2001-02-28,3700.000000,3780.000000,3700.000000,3740.000000,2875.024902,28715000
2001-03-01,3740.000000,3740.000000,3740.000000,3740.000000,2875.024902,0
2001-03-02,3700.000000,3700.000000,3580.000000,3610.000000,2775.091064,44500000
2001-03-05,3530.000000,3720.000000,3530.000000,3720.000000,2859.651123,24620000
2001-03-06,3820.000000,3850.000000,3760.000000,3800.000000,2921.148438,25500000
2001-03-07,3960.000000,4010.000000,3900.000000,4000.000000,3074.893311,52640000
2001-03-08,3950.000000,4010.000000,3910.000000,4010.000000,3082.580322,31360000
2001-03-09,3940.000000,3940.000000,3820.000000,3840.000000,2951.896973,30800000
2001-03-12,3700.000000,3760.000000,3650.000000,3670.000000,2821.214600,38610000
2001-03-13,3570.000000,3650.000000,3540.000000,3640.000000,2798.152832,33815000
2001-03-14,3640.000000,3640.000000,3640.000000,3640.000000,2798.152832,0
2001-03-15,3790.000000,3930.000000,3760.000000,3920.000000,3013.395264,29370000
2001-03-16,3880.000000,3920.000000,3830.000000,3890.000000,2990.333252,23315000
2001-03-19,3810.000000,3880.000000,3770.000000,3800.000000,2921.148438,24865000
2001-03-20,3900.000000,3920.000000,3820.000000,3820.000000,2936.522705,21455000
2001-03-21,3720.000000,3900.000000,3700.000000,3870.000000,2974.958008,40550000
2001-03-22,3980.000000,3990.000000,3920.000000,3980.000000,3059.518311,37465000
2001-03-23,4090.000000,4370.000000,4080.000000,4300.000000,3305.509033,91755000
2001-03-26,4400.000000,4430.000000,4340.000000,4340.000000,3336.258301,42870000
2001-03-27,4300.000000,4310.000000,4120.000000,4150.000000,3190.200684,31345000
2001-03-28,4260.000000,4260.000000,4150.000000,4150.000000,3190.200684,26075000
2001-03-29,4090.000000,4180.000000,4040.000000,4090.000000,3144.076904,29920000
2001-03-30,4110.000000,4170.000000,4040.000000,4160.000000,3197.887939,30100000
2001-04-02,4040.000000,4100.000000,3960.000000,3990.000000,3067.205811,39140000
2001-04-03,3810.000000,3870.000000,3790.000000,3800.000000,2921.148438,46070000
2001-04-04,3700.000000,3740.000000,3630.000000,3660.000000,2813.526611,62280000
2001-04-05,3660.000000,3660.000000,3660.000000,3660.000000,2813.526611,0
2001-04-06,3960.000000,3960.000000,3780.000000,3840.000000,2951.896973,85290000
2001-04-09,3790.000000,3810.000000,3710.000000,3710.000000,2851.962891,25840000
2001-04-10,3710.000000,3740.000000,3610.000000,3640.000000,2798.152832,39175000
2001-04-11,3780.000000,3800.000000,3720.000000,3720.000000,2859.651123,44515000
2001-04-12,3940.000000,4090.000000,3900.000000,4010.000000,3082.580322,73660000
2001-04-13,4100.000000,4150.000000,4030.000000,4060.000000,3121.016357,38840000
2001-04-16,4060.000000,4080.000000,3940.000000,3940.000000,3028.769531,10200000
2001-04-17,3920.000000,4020.000000,3850.000000,3970.000000,3051.830811,16815000
2001-04-18,4110.000000,4280.000000,4070.000000,4280.000000,3290.135254,47790000
2001-04-19,4620.000000,4920.000000,4580.000000,4700.000000,3612.999756,131305000
2001-04-20,4720.000000,4780.000000,4490.000000,4490.000000,3451.567627,44905000
2001-04-23,4490.000000,4610.000000,4470.000000,4540.000000,3490.003418,31785000
2001-04-24,4410.000000,4420.000000,4330.000000,4400.000000,3382.381348,31185000
2001-04-25,4340.000000,4520.000000,4320.000000,4520.000000,3474.628174,26345000
2001-04-26,4340.000000,4520.000000,4320.000000,4520.000000,3474.628174,26345000
2001-04-27,4410.000000,4450.000000,4310.000000,4340.000000,3336.258301,21695000
2001-04-30,4460.000000,4620.000000,4410.000000,4580.000000,3520.751465,38225000
2001-05-01,4580.000000,4580.000000,4580.000000,4580.000000,3520.751465,0
2001-05-02,4700.000000,4700.000000,4540.000000,4580.000000,3520.751465,36510000
2001-05-03,4620.000000,4620.000000,4490.000000,4600.000000,3536.126465,25895000
2001-05-04,4410.000000,4510.000000,4410.000000,4460.000000,3428.505371,32805000
2001-05-07,4500.000000,4630.000000,4480.000000,4600.000000,3536.126465,17945000
2001-05-08,4590.000000,4620.000000,4520.000000,4590.000000,3528.439209,16825000
2001-05-09,4560.000000,4580.000000,4490.000000,4500.000000,3459.254639,20695000
2001-05-10,4500.000000,4560.000000,4440.000000,4500.000000,3459.254639,24620000
2001-05-11,4460.000000,4470.000000,4400.000000,4410.000000,3390.069824,27705000
2001-05-14,4420.000000,4460.000000,4400.000000,4430.000000,3405.442871,14310000
2001-05-15,4410.000000,4450.000000,4290.000000,4340.000000,3336.258301,26420000
2001-05-16,4300.000000,4370.000000,4200.000000,4210.000000,3236.323486,25895000
2001-05-17,4400.000000,4430.000000,4340.000000,4430.000000,3405.442871,24105000
2001-05-18,4380.000000,4420.000000,4340.000000,4410.000000,3390.069824,18915000
2001-05-21,4500.000000,4620.000000,4430.000000,4580.000000,3520.751465,28160000
2001-05-22,4720.000000,4780.000000,4620.000000,4620.000000,3551.501221,48830000
2001-05-23,4600.000000,4760.000000,4580.000000,4700.000000,3612.999756,21890000
2001-05-24,4560.000000,4600.000000,4510.000000,4530.000000,3482.316162,30275000
2001-05-25,4550.000000,4650.000000,4430.000000,4440.000000,3413.131348,33695000
2001-05-28,4420.000000,4480.000000,4380.000000,4450.000000,3420.818359,18480000
2001-05-29,4430.000000,4640.000000,4430.000000,4640.000000,3566.875244,24280000
2001-05-30,4500.000000,4530.000000,4450.000000,4470.000000,3436.192139,31815000
2001-05-31,4320.000000,4340.000000,4190.000000,4240.000000,3259.386475,63595000
2001-06-01,4300.000000,4300.000000,4210.000000,4240.000000,3259.386475,29315000
2001-06-04,4260.000000,4310.000000,4230.000000,4240.000000,3259.386475,19955000
2001-06-05,4140.000000,4240.000000,4040.000000,4060.000000,3121.016357,51520000
2001-06-06,4060.000000,4060.000000,4060.000000,4060.000000,3121.016357,0
2001-06-07,4080.000000,4310.000000,4080.000000,4280.000000,3290.135254,39865000
2001-06-08,4420.000000,4510.000000,4400.000000,4470.000000,3436.192139,42740000
2001-06-11,4330.000000,4380.000000,4280.000000,4280.000000,3290.135254,24680000
2001-06-12,4220.000000,4300.000000,4210.000000,4220.000000,3244.011719,24195000
2001-06-13,4300.000000,4310.000000,4200.000000,4280.000000,3290.135254,23645000
2001-06-14,4270.000000,4310.000000,4200.000000,4230.000000,3251.698730,27840000
2001-06-15,4190.000000,4200.000000,4120.000000,4190.000000,3220.949707,40870000
2001-06-18,4180.000000,4180.000000,4080.000000,4100.000000,3151.764404,34095000
2001-06-19,4100.000000,4170.000000,4080.000000,4110.000000,3159.452148,31275000
2001-06-20,4060.000000,4070.000000,3990.000000,4000.000000,3074.893311,38515000
2001-06-21,4000.000000,4040.000000,3920.000000,3960.000000,3044.144043,40805000
2001-06-22,3940.000000,3940.000000,3820.000000,3870.000000,2974.958008,44685000
2001-06-25,3840.000000,3930.000000,3800.000000,3870.000000,2974.958008,25925000
2001-06-26,3870.000000,3900.000000,3780.000000,3780.000000,2905.773926,33500000
2001-06-27,3790.000000,3800.000000,3700.000000,3720.000000,2859.651123,40985000
2001-06-28,3700.000000,3790.000000,3690.000000,3750.000000,2882.711914,27040000
2001-06-29,3840.000000,3850.000000,3800.000000,3840.000000,2951.896973,30675000
2001-07-02,3840.000000,3880.000000,3810.000000,3860.000000,2967.270996,23280000
2001-07-03,3900.000000,3910.000000,3870.000000,3890.000000,2990.333252,20305000
2001-07-04,3840.000000,3940.000000,3840.000000,3940.000000,3028.769531,13705000
2001-07-05,3940.000000,3950.000000,3860.000000,3860.000000,2967.270996,15550000
2001-07-06,3740.000000,3770.000000,3650.000000,3670.000000,2821.214600,38020000
2001-07-09,3500.000000,3540.000000,3390.000000,3420.000000,2629.033203,81635000
2001-07-10,3440.000000,3490.000000,3390.000000,3400.000000,2613.659668,32665000
2001-07-11,3280.000000,3410.000000,3280.000000,3380.000000,2598.284912,37970000
2001-07-12,3480.000000,3560.000000,3460.000000,3520.000000,2705.906250,66365000
2001-07-13,3640.000000,3640.000000,3360.000000,3400.000000,2613.659668,46560000
2001-07-16,3370.000000,3390.000000,3260.000000,3340.000000,2567.535400,27910000
2001-07-17,3340.000000,3340.000000,3340.000000,3340.000000,2567.535400,0
2001-07-18,3360.000000,3420.000000,3330.000000,3350.000000,2575.222412,33430000
2001-07-19,3330.000000,3540.000000,3310.000000,3540.000000,2721.280029,37325000
2001-07-20,3520.000000,3600.000000,3470.000000,3520.000000,2705.906250,29625000
2001-07-23,3500.000000,3500.000000,3430.000000,3460.000000,2659.782471,21275000
2001-07-24,3400.000000,3510.000000,3400.000000,3470.000000,2667.469238,21480000
2001-07-25,3460.000000,3590.000000,3440.000000,3570.000000,2744.342041,20905000
2001-07-26,3590.000000,3650.000000,3590.000000,3630.000000,2790.465576,21865000
2001-07-27,3730.000000,3790.000000,3690.000000,3710.000000,2851.962891,28800000
2001-07-30,3760.000000,3780.000000,3690.000000,3710.000000,2851.962891,20055000
2001-07-31,3740.000000,3810.000000,3720.000000,3790.000000,2913.460938,22230000
2001-08-01,3830.000000,3990.000000,3810.000000,3960.000000,3044.144043,57875000
2001-08-02,4020.000000,4040.000000,3880.000000,3910.000000,3005.707764,31790000
2001-08-03,4000.000000,4020.000000,3950.000000,3990.000000,3067.205811,32795000
2001-08-06,3930.000000,4000.000000,3900.000000,3980.000000,3059.518311,16130000
2001-08-07,3880.000000,3900.000000,3810.000000,3860.000000,2967.270996,22085000
